Client ID,Case ID#,Date Opened,Date Closed,County of Residence,Zip Code,ACE Gender,ACE Race/Ethnicity,Current Age,Total Annual Income ,Aware of ACE Before Calling,ACE Did you try to get legal representation in this case before today's hearing?,Disability in Household,Landlord Representation,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Move Options,Wants to Stay in Rental Unit,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Request a Continuance,ACE Case Handler,ACE Funding Source,Tenant's Goals (Same Day),Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Prevent Eviction Filing,Goal Status - Mitigate Damages,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Goal Status - Remediate Defective Conditions,Goal Status - Secure Monetary Relief,Goal Status - Avoid Subsidy Termination,Goal Status - Reduce Rent/Fee,Goal Status - Remedy Housing Discrimination,Goal Status - Obtain Accomodation,Goal Status - Recover Personal Property,Goal Status - Other Goal
1578226,24-0572138,9/6/2024,9/27/2024,Frederick County,21703,Male,Hispanic,40,62400,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1578228,24-0572139,9/6/2024,9/29/2024,Washington County,21740,Female,Prefer not to respond,33,20400,No,,No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1578241,24-0572144,9/6/2024,9/14/2024,Frederick County,21702,Female,"African American or Black, not of Hispanic Origin",33,34800,No,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Not asked,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,,Achieved,,,,,,,,,,,,
1578245,24-0572148,9/6/2024,10/24/2024,Washington County,21740,Female,"White, not of Hispanic Origin",42,0,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,Achieved,,,,,,,,,,,
1578272,24-0572161,9/6/2024,10/16/2024,Washington County,21740,Male,"White, not of Hispanic Origin",40,36000,No,"No, I found out about it in court",No,Self-represented,Failure to pay rent,,Yes,Friends/family – outside of MD,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction judgment, Prevent involuntary move",Achieved,Achieved,Planned,,,,,,,,,,,
1578288,24-0572168,9/6/2024,9/28/2024,Washington County,21740,Female,Hispanic,33,39000,No,,No,Self-represented,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from other housing,,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1578300,24-0572174,9/6/2024,9/20/2024,Charles County,20646,Female,"African American or Black, not of Hispanic Origin",48,47608,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Not asked,Yes,Avoided or obtained redress for illegal or unfair charges by landlord,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Mitigate damages,,,,Achieved,,,,,,,,,,
1578312,24-0572176,9/6/2024,9/30/2024,Washington County,21740,Female,"African American or Black, not of Hispanic Origin",42,36400,No,,No,Self-represented,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, the opposing party requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction judgment, Prevent involuntary move",Achieved,Achieved,,,,,,,,,,,,
1578340,24-0572188,9/6/2024,9/11/2024,Montgomery County,20874,Female,"African American or Black, not of Hispanic Origin",31,20400,No,"No, I found out about it in court",No,Self-represented,Failure to pay rent,,Unsure,Shelter,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Reduce rent/fee,Planned,,,,,,,,,Achieved,,,,
1578448,24-0572264,9/9/2024,9/20/2024,Baltimore County,21222,Male,"African American or Black, not of Hispanic Origin",58,18200,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1578479,24-0572280,9/9/2024,11/28/2024,Howard County,21045,Female,"African American or Black, not of Hispanic Origin",43,57200,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Unsure,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1578566,24-0572314,9/9/2024,9/11/2024,Baltimore County,21227,Female,"African American or Black, not of Hispanic Origin",40,41600,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,No,Street/unsheltered,Yes,Prevented eviction filing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction filing,,,Achieved,,,,,,,,,,,
1578574,24-0572318,9/9/2024,9/20/2024,Baltimore County,21236,Female,"African American or Black, not of Hispanic Origin",52,12000,Yes,"Yes, I tried to contact a legal services provider but no return call or was denied",No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1578582,24-0572323,9/9/2024,9/20/2024,Baltimore County,21228,Female,"African American or Black, not of Hispanic Origin",65,52200,Yes,"No, I received materials about ACE, but didn’t understand them.",Not asked,,Failure to pay rent,,Yes,Hotel/motel,Yes,Prevented eviction filing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction filing,,,Not achieved,,,,,,,,,,,
1578603,24-0572330,9/9/2024,10/8/2024,Baltimore County,21220,Female,"African American or Black, not of Hispanic Origin",36,0,No,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Street/unsheltered,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1578604,24-0572331,9/9/2024,9/11/2024,Baltimore County,21228,Male,"African American or Black, not of Hispanic Origin",60,13980,Yes,"Yes, and the legal services provider told me to see them at court",Yes,Represented by agent,Failure to pay rent,,No,Unknown,Yes,Prevented eviction filing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction filing,,,Achieved,,,,,,,,,,,
1578624,24-0572336,9/9/2024,9/20/2024,Baltimore County,21222,Female,"White, not of Hispanic Origin",41,27000,No,"No, I found out about it in court",Yes,Represented by attorney,Failure to pay rent,,Yes,Shelter,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Planned,,,,,,,,,,,,,
1578682,24-0572360,9/9/2024,9/28/2024,Washington County,21740,Female,"African American or Black, not of Hispanic Origin",61,11304,No,"Yes, and the legal services provider told me to see them at court",Yes,Represented by agent,Failure to pay rent,,Yes,Shelter,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,Planned,,,,,,,,,,,
1578699,24-0572366,9/9/2024,9/14/2024,Frederick County,21703,Female,Hispanic,40,14532,No,"No, I found out about it in court",Yes,Represented by agent,Failure to pay rent,,Yes,Unknown,No,Prevented eviction from public or subsidized housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move",Achieved,Achieved,Achieved,,,,,,,,,,,
1578893,24-0572442,9/10/2024,10/4/2024,Baltimore County,21234,Female,"White, not of Hispanic Origin",48,37572,No,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,Yes,Unknown,No,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Planned,,,,,,,,,,,,
1578906,24-0572448,9/10/2024,9/27/2024,Baltimore County,21244,Female,"African American or Black, not of Hispanic Origin",67,16032,No,"Yes, I tried to contact a legal services provider but no return call or was denied",Yes,,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction filing, Reduce rent/fee, Secure rent assistance, Secure time to move (30 days or more)",,,Planned,,Achieved,Planned,,,,Not achieved,,,,
1578983,24-0572487,9/10/2024,9/13/2024,Baltimore County,21207,Female,Multiracial,37,22056,Yes,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",Yes,,Failure to pay rent,,Yes,Street/unsheltered,Yes,Prevented eviction filing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Reduce rent/fee, Secure rent assistance",Achieved,,Achieved,,,Planned,,,,Planned,,,,
1578989,24-0572490,9/10/2024,9/20/2024,Baltimore County,21228,Female,"African American or Black, not of Hispanic Origin",46,7200,Yes,"No, I found out about it in court",Yes,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction filing,,,Planned,,,,,,,,,,,
1578998,24-0572495,9/10/2024,9/27/2024,Baltimore County,21229,Female,"African American or Black, not of Hispanic Origin",21,30000,Yes,"Yes, and the legal services provider told me to see them at court",Not asked,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from public or subsidized housing,Obtained dismissal,Negotiation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent eviction filing,,,Achieved,,,,,,,,,,,
1579033,24-0572504,9/10/2024,9/27/2024,Baltimore County,21208,Female,"White, not of Hispanic Origin",64,15900,Yes,"Yes, and the legal services provider told me to see them at court",Yes,Represented by agent,Failure to pay rent,,No,Unknown,No,Prevented eviction from other housing,Obtained dismissal due to lack of ledger,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment",Achieved,,Achieved,,,,,,,,,,,
1579159,24-0572546,9/10/2024,10/24/2024,Washington County,21740,Female,"White, not of Hispanic Origin",35,11964,Yes,"Yes, and the legal services provider told me to see them at court",Yes,Represented by agent,Failure to pay rent,,Yes,Street/unsheltered,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, the opposing party requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1579172,24-0572551,9/10/2024,9/20/2024,Baltimore County,21221,Female,"African American or Black, not of Hispanic Origin",27,37113.6,Yes,"Yes, and the legal services provider told me to see them at court",Not asked,Represented by agent,Failure to pay rent,,Yes,Street/unsheltered,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction filing,,,Planned,,,,,,,,,,,
1579217,24-0572578,9/10/2024,10/9/2024,Howard County,20723,Male,Hispanic,58,0,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from public or subsidized housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1579301,24-0572604,9/11/2024,9/26/2024,Montgomery County,20910,Male,"White, not of Hispanic Origin",48,34560,No,"No, I found out about it in court",No,Represented by attorney,Holdover,,,Unknown,No,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Secure time to move (30 days or more),,,,,Achieved,,,,,,,,,
1579386,24-0572642,9/11/2024,9/18/2024,Baltimore City,21209,Female,"African American or Black, not of Hispanic Origin",43,27742,Yes,"No, I found out about it in court",Not asked,,Breach of lease,,,Another apartment,Already vacated,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1579406,24-0572649,9/11/2024,10/30/2024,Carroll County,21787,Female,Prefer not to respond,32,24000,Yes,,No,Represented by agent,Failure to pay rent,,Yes,Another apartment,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Goal changed,,,,,,,,,,,,
1579769,24-0572802,9/12/2024,10/30/2024,Anne Arundel County,21060,Male,"African American or Black, not of Hispanic Origin",69,12000,No,"Yes, and the legal services provider told me to see them at court",Yes,Represented by attorney,Failure to pay rent,,Unsure,Unknown,Yes,"Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation, Prevented eviction from public or subsidized housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
