Client ID,ACE CIS ID,Case ID#,Date Opened,Date Closed,Zip Code,County of Residence,ACE Gender,ACE Race/Ethnicity,Current Age,ACE Client's Primary Language,Limited English Proficiency,Needs Translation Services,ACE Number of People Over 18 in Household,ACE Number of People under 18 in Household,Total Annual Income ,ACE Income Sources,Aware of ACE Before Calling,Called Elsewhere First,ACE Contact Elsewhere Detail,Has Eviction Been Filed?,ACE Court/Agency where the matter is pending,Disability in Household,Disability Related to Eviction,Current Monthly Rent,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Months Behind Rent (Client),Months Behind Rent (Landlord),Reason Behind on Rent,ACE Conditions Issues,ACE Conditions Issues Other,Informed Landlord about Conditions,Can Pay Toward Rent,Current Property Move-In Date,Public/Subsidized/Voucher Housing,Move Options,Previous Evictions,Previous Eviction in Past Year,Wants to Stay in Rental Unit,Applied for Rental Assistance,Rent Assist Application Status,Reason Didn't Apply for Assistance,Subsidized Housing Program,Other Subsidized Housing Program,Landlord Received Rent Assist Funds,Landlord Representation,Tenant's Goals,Tenant's Other Goal,Goal Status - Avoid Subsidy Termination,Goal Status - Mitigate Damages,Goal Status - Obtain Accomodation,Goal Status - Other Goal,Goal Status - Prevent Eviction Filing,Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Recover Personal Property,Goal Status - Reduce Rent/Fee,Goal Status - Remediate Defective Conditions,Goal Status - Remedy Housing Discrimination,Goal Status - Secure Monetary Relief,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Damage Mitigation Amount,Amount Owed Reduced,Client Move or Stay,Time Secured for Move,Agreement to Remediate,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Case Handler,ACE Funding Source
1557138,,24-0561582,6/17/2024,7/8/2024,21144,Anne Arundel County,Female,"African American or Black, not of Hispanic Origin",40,English,No,,2,3,52587.8,Income from their employment,No,No.,,No,District Court,No,,1100,Failure to pay rent,,Yes,I believe I am current on my rent,1 month,,Infestation or pests,,,,Less than 1 year,Yes,Not asked,Not asked,,No,No,,Not asked,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Self-represented,Secure time to move (30 days or more),,,,,,,,,,,,,,Not achieved,,0,No,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1557161,,24-0561588,6/17/2024,7/30/2024,20784,Prince George's County,Female,Prefer not to respond,68,English,No,,2,2,14736,"Income from their employment, SSI or SSD",Yes, ,,,,Not asked,,989,Failure to pay rent,,Yes,1 month,1 month,Not asked,,,,"Yes, some of it",3-5 years,Yes,Not asked,Yes,Yes,Yes,Not asked,,,Project-based Section 8,,Not asked,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Not achieved,Not achieved,,,,,,Achieved,,0,No,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1557170,,24-0561592,1/17/2024,6/18/2024,20743,Prince George's County,Female,"African American or Black, not of Hispanic Origin",34,English,No,,1,1,23000,Income from their employment,Yes,No.,,Yes,,No,,1499,Failure to pay rent,,Yes,5 months,6 or more months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",Less than 1 year,No,Another apartment,Yes,Yes,No,No,,I did not know how to apply,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Achieved,Achieved,,,,,,Achieved,,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1557176,,24-0561595,6/17/2024,6/18/2024,20743,Prince George's County,Female,"African American or Black, not of Hispanic Origin",34,English,No,,1,1,23000,Income from their employment,Yes,No.,,Yes,,No,,1499,Failure to pay rent,,Yes,6 or more months,6 or more months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",Less than 1 year,No,Another apartment,Yes,No,Already vacated,No,,I did not know how to apply,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance, Secure supply of affordable rental housing, Secure time to move (30 days or more)",,,,,,,Achieved,Achieved,,,,,,Achieved,Achieved,0,Yes – the amount was reduced through legal negotiation,Moved,30-60 days,,Representation in Judicial Litigation,,,"Obtained cash-for-keys, relocation assistance or other tenant settlement, Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1557181,,24-0561596,6/17/2024,6/18/2024,20743,Prince George's County,Female,"African American or Black, not of Hispanic Origin",34,English,No,,1,1,23000,Income from their employment,Yes,No.,,Yes,,Not asked,,1499,Failure to pay rent,,Yes,6 or more months,6 or more months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",Less than 1 year,No,Another apartment,Yes,Yes,Already vacated,No,,I did not know how to apply,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance, Secure supply of affordable rental housing, Secure time to move (30 days or more)",,,,,,,Achieved,Achieved,,,,,,Achieved,Achieved,0,Yes – the amount was reduced through legal negotiation,Moved,Less than 30 days,,Representation in Judicial Litigation,,,"Obtained cash-for-keys, relocation assistance or other tenant settlement, Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1557185,,24-0561597,1/17/2024,6/18/2024,20743,Prince George's County,Female,Prefer not to respond,36,English,No,,1,2,46764,Income from their employment,Yes,No.,,Yes,,No,,1532,Failure to pay rent,,No,5 months,5 months,"Job loss or reduced/inconsistent hours, Withheld rent due to conditions issues",Infestation or pests,,Yes,"Yes, some of it",3-5 years,No,Another apartment,Yes,Yes,Already vacated,No,,I did not know how to apply,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Achieved,Achieved,,,,,,Achieved,,0,Yes – the amount was reduced through legal negotiation,Moved,30-60 days,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1557204,,24-0561608,6/18/2024,6/28/2024,21901,Cecil County,Female,"White, not of Hispanic Origin",62,English,No,,1,0,13488,Income from their employment,Yes,No.,,No,District Court,No,,1200,Failure to pay rent,,Yes,3 months,3 months,Job loss or reduced/inconsistent hours,Lead,,,"Yes, some of it",3-5 years,No,Other,Not asked,,Yes,Yes,Pending/Unsure,,,,No,Self-represented,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1557274,,24-0561647,6/18/2024,7/3/2024,21740,Washington County,Female,"African American or Black, not of Hispanic Origin",27,English,Yes,No,1,3,9720,Other,No,No.,,No,District Court,No,,1500,Failure to pay rent,,Yes,2 months,3 months,Other,,,,No,Less than 1 year,No,Friends/family – outside of MD,No,,No,No,,Not asked,,,No,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1557307,,24-0561665,6/18/2024,6/28/2024,21230,Baltimore City,Female,"White, not of Hispanic Origin",25,English,No,,2,1,44400,"Income from another household member's employment, Income from their employment",Not asked, ,,Yes,,No,,1700,Failure to pay rent,,Not asked,3 months,3 months,Not asked,,,,Not asked,1-2 years,No,Not asked,Not asked,,Yes,Yes,Pending/Unsure,,,,Not asked,,Prevent involuntary move,,,,,,,,Not achieved,,,,,,,,0,,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1557366,,24-0561688,6/18/2024,10/31/2024,21144,Anne Arundel County,Male,Other,39,English,No,,2,0,40800,Veterans benefits,Not asked, ,,,,Yes,Yes,2700,Breach of lease,,,,,,,,,,1-2 years,No,Unknown,No,,No,No,,Other,,,,Represented by attorney,"Reduce rent/fee, Remedy housing discrimination – protected class, Secure time to move (30 days or more)",,,,,,,,,,Achieved,,,,Achieved,,2700,Yes – the amount was reduced through legal negotiation,Moved,30-60 days,,Negotiation,,,"Delayed eviction, providing time to seek alternative housing, Obtained reasonable accommodation",,In-house staff,ACE Special Fund
1557470,,24-0561731,6/18/2024,8/24/2024,20743,Prince George's County,Female,"African American or Black, not of Hispanic Origin",47,English,No,,3,1,68600,"Income from another household member's employment, Income from their employment",Yes, ,,,,Not asked,,1412,Failure to pay rent,,Yes,3 months,3 months,Not asked,,,,"Yes, some of it",1-2 years,Yes,Not asked,Yes,Yes,Yes,Not asked,,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,Not asked,Represented by attorney,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,No,Stayed,,,Document Preparation,,,"Delayed eviction, providing time to seek alternative housing, Obtained counseling services on a housing matter, Prevented eviction from public or subsidized housing",,In-house staff,ACE Special Fund
1557524,,24-0561752,6/18/2024,6/30/2024,20874,Montgomery County,Female,"African American or Black, not of Hispanic Origin",42,English,,No,1,1,30000,Income from their employment,No,No.,,Yes,,No,,2000,Breach of lease,,,I believe I am current on my rent,,,,,Not asked,,1-2 years,No,Unknown,No,,Yes,Yes,Pending/Unsure,,,,,Self-represented,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1557581,,24-0561775,6/20/2024,7/23/2024,20746,Prince George's County,Female,"African American or Black, not of Hispanic Origin",72,English,No,,1,0,9600,SSI or SSD,Not asked, ,,,,Yes,No,0,Other,Reasonable Accommodation,,,,,,,,,1-2 years,No,Not asked,Not asked,,Already vacated,Not asked,,,,,Not asked,,Recover personal property,,,,,,,,,Achieved,,,,,,,0,Not applicable to this case,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,Preserved personal property,In-house staff,ACE Special Fund
1557608,,24-0561782,6/18/2024,6/27/2024,20785,Prince George's County,Male,"African American or Black, not of Hispanic Origin",39,English,No,,2,0,15552,Income from their employment,Yes,No.,,Yes,,Not asked,,2005,Failure to pay rent,,Yes,6 or more months,2 months,Not asked,,,,"Yes, some of it",1-2 years,No,Another apartment,Yes,Yes,No,Yes,Denied,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Not achieved,Not achieved,,,,,,Achieved,,0,No,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1557611,,24-0561783,6/18/2024,6/27/2024,20785,Prince George's County,Male,"African American or Black, not of Hispanic Origin",39,English,No,,2,0,15552,Income from their employment,Yes,No.,,Yes,,Not asked,,2005,Failure to pay rent,,Yes,6 or more months,1 month,Not asked,,,,"Yes, some of it",1-2 years,No,Another apartment,Yes,Yes,No,Yes,Denied,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Not achieved,Not achieved,,,,,,Achieved,,0,No,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1557625,,24-0561803,2/8/2024,6/19/2024,20746,Prince George's County,Female,"African American or Black, not of Hispanic Origin",44,English,No,,2,2,0,No income,No,No.,,Yes,,No,,722,Failure to pay rent,,Yes,I believe I am current on my rent,2 months,,,,,,1-2 years,Yes,Unknown,Yes,Yes,Yes,Not asked,,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Achieved,Achieved,,,,,,,,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented denial of public or subsidized housing tenant's rights, Prevented eviction from public or subsidized housing",,In-house staff,ACE Special Fund
1557637,,24-0561838,3/7/2024,6/19/2024,20746,Prince George's County,Female,"African American or Black, not of Hispanic Origin",33,English,No,,1,0,18200,Income from their employment,Yes,No.,,Yes,,Yes,Yes,1378,Failure to pay rent,,Yes,6 or more months,6 or more months,"Competing expense, Job loss or reduced/inconsistent hours, Withheld rent due to conditions issues",,,Yes,"Yes, some of it",,No,Another apartment,Yes,Yes,Already vacated,Yes,Denied,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Achieved,Achieved,,,,,,Achieved,,0,Yes – the amount was reduced through legal negotiation,Moved,30-60 days,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1557639,,24-0561839,3/22/2024,6/19/2024,20785,Prince George's County,Female,"African American or Black, not of Hispanic Origin",79,English,No,,1,0,18000,Pension,Yes,No.,,Yes,,Yes,No,1640,Failure to pay rent,,Yes,4 months,5 months,,,,,"Yes, some of it",6-9 years,No,Other,Yes,Yes,Already vacated,,,,,,,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Achieved,Achieved,,,,,,Achieved,,0,Yes – the amount was reduced through legal negotiation,Moved,30-60 days,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1557641,,24-0561840,6/13/2024,6/19/2024,20770,Prince George's County,Female,Hispanic,30,English,No,,1,2,36400,Income from their employment,Yes,No.,,Yes,,Yes,Yes,1749,Failure to pay rent,,Yes,3 months,3 months,,,,,"Yes, some of it",3-5 years,No,Not asked,Yes,Yes,Yes,Yes,Approved,,,,Yes,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Not achieved,Planned,,,,,,Achieved,,0,No,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1557727,,24-0561929,6/20/2024,6/28/2024,21030,Baltimore County,Female,"African American or Black, not of Hispanic Origin",42,English,No,,2,0,41220,"Income from their employment, SSI or SSD",Not asked, ,,Yes,,No,,1379,Failure to pay rent,,No,2 months,2 months,Other,,,,"Yes, some of it",1-2 years,No,Not asked,Yes,Yes,Yes,Not asked,,,,,Not asked,,Secure time to move (30 days or more),,,,,,,,,,,,,,Planned,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1557874,,24-0561995,6/20/2024,11/20/2024,21061,Anne Arundel County,Male,"African American or Black, not of Hispanic Origin",67,English,No,,1,0,16848,"Pension, SSI or SSD",No, ,,,,Yes,Yes,1256,Breach of lease,,,,,,Plumbing leaks (including sewer/sewage issues),,,,3-5 years,Yes,Not asked,No,,Yes,No,,Not asked,Low Income Housing Tax Credit (LIHTC),,Not asked,Represented by attorney,"Obtain accommodation, Prevent eviction judgment, Prevent involuntary move",,,,Achieved,,,Achieved,Achieved,,,,,,,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,"Enforced rights to decent, habitable housing, Obtained cash-for-keys, relocation assistance or other tenant settlement, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation, Overcame denial of tenant's rights under lease, Prevented eviction from public or subsidized housing",,In-house staff,ACE Special Fund
1557939,,24-0562024,6/20/2024,7/10/2024,20602,Charles County,Female,Prefer not to respond,32,English,No,,1,4,30000,"Child support, Unemployment benefits",No, ,,,,No,,1915,Failure to pay rent,,Yes,1 month,1 month,Not asked,,,,"Yes, some of it",1-2 years,No,Unknown,Yes,Yes,Yes,Not asked,,,,,No,Represented by agent,Prevent eviction judgment,,,,,,,Not achieved,,,,,,,,,1010,Yes – the amount was offset by expenses paid by client,Stayed,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1557952,,24-0562026,6/20/2024,9/9/2024,20602,Charles County,Female,"African American or Black, not of Hispanic Origin",33,English,No,,1,3,0,No income,Yes, ,,,,No,,1600,Failure to pay rent,,Yes,1 month,1 month,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",1-2 years,Yes,Unknown,Yes,Yes,Yes,Yes,Denied,,Housing Choice Voucher Program (HCVP) – project-based voucher,,No,Represented by agent,Prevent eviction judgment,,,,,,,Not achieved,,,,,,,,,1306,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
1557957,,24-0562027,6/20/2024,10/10/2024,21229,Baltimore City,Male,"African American or Black, not of Hispanic Origin",45,English,,No,1,0,16800,SSI or SSD,No, ,,,,Not asked,,0,Failure to pay rent,,Yes,,,,,,,,,,Not asked,,,Yes,,,,,,,Represented by agent,,,,,,,,,,,,,,,,,0,,,,,Negotiation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1557960,,24-0562029,6/20/2024,8/2/2024,20602,Charles County,Female,Prefer not to respond,24,English,No,,1,1,14400,Income from their employment,No, ,,,,No,,1600,Failure to pay rent,,Yes,1 month,1 month,Other,,,,No,1-2 years,No,Unknown,No,,Yes,Yes,Denied,,,,No,Represented by agent,Prevent eviction judgment,,,,,,,Not achieved,,,,,,,,,0,No,Not asked,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1558043,,24-0562072,6/21/2024,10/10/2024,21215,Baltimore City,Male,"African American or Black, not of Hispanic Origin",72,English,No,,1,0,31162.56,"Pension, SSI or SSD",Not asked, ,,,,Not asked,,609,Failure to pay rent,,Yes,I believe I am current on my rent,1 month,,,,,,6-9 years,No,Not asked,Not asked,,Yes,No,,Not asked,,,Not asked,Represented by agent,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,609,Yes – the amount was reduced through legal negotiation,Stayed,,,Negotiation,,,Prevented eviction filing,,In-house staff,ACE Special Fund
1558183,,24-0562134,6/21/2024,10/10/2024,21229,Baltimore City,Female,"African American or Black, not of Hispanic Origin",56,English,No,,2,1,18602,"Income from their employment, Temporary Cash Assistance (TCA)",Not asked, ,,,,Not asked,,135,Holdover,,,,,,,,,,6-9 years,Yes,Not asked,Not asked,,Yes,Not asked,,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,Not asked,Represented by attorney,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,Not applicable to this case,Stayed,,,Negotiation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
